Unnamed: 0,age,education,marital-status,race,income,occupation
164,45,Higher Education,Married-civ-spouse,White,>50K,Sales
172,51,College,Married-civ-spouse,White,>50K,Sales
174,28,College,Married-civ-spouse,White,>50K,Prof-specialty
180,44,College,Married-civ-spouse,Black,>50K,Exec-managerial
183,40,PreSchool,Married-civ-spouse,White,>50K,Machine-op-inspct
184,37,College,Married-civ-spouse,White,>50K,Adm-clerical
189,58,Higher Education,Married-civ-spouse,White,>50K,Prof-specialty
197,40,Higher Education,Never-married,White,>50K,Exec-managerial
198,35,Higher Education,Married-civ-spouse,White,>50K,Prof-specialty
202,51,College,Married-civ-spouse,White,>50K,Exec-managerial
206,36,College,Married-civ-spouse,Black,>50K,Other-service
208,58,Higher Education,Married-civ-spouse,White,>50K,Sales
211,37,Higher Education,Married-civ-spouse,White,>50K,Craft-repair
214,54,PreSchool,Married-civ-spouse,White,>50K,Machine-op-inspct
215,37,College,Never-married,Black,>50K,Exec-managerial
234,28,College,Never-married,White,>50K,Prof-specialty
237,41,College,Married-civ-spouse,White,>50K,Exec-managerial
238,38,Higher Education,Married-civ-spouse,White,>50K,Exec-managerial
240,40,College,Married-civ-spouse,White,>50K,Prof-specialty
246,58,Higher Education,Married-civ-spouse,White,>50K,Adm-clerical
248,40,Assoc,Married-civ-spouse,White,>50K,Tech-support
250,41,College,Married-civ-spouse,White,>50K,Prof-specialty
255,42,Higher Education,Married-civ-spouse,Asian-Pac-Islander,>50K,Farming-fishing
265,37,College,Married-civ-spouse,Asian-Pac-Islander,>50K,Exec-managerial
267,64,Higher Education,Married-civ-spouse,White,>50K,Exec-managerial
269,33,Higher Education,Married-civ-spouse,White,>50K,Craft-repair
270,61,Higher Education,Married-civ-spouse,White,>50K,Exec-managerial
276,44,College,Married-civ-spouse,White,>50K,Craft-repair
279,24,College,Married-civ-spouse,White,>50K,Machine-op-inspct
281,42,College,Married-civ-spouse,White,>50K,Craft-repair
285,57,Higher Education,Married-civ-spouse,White,>50K,Sales
286,41,College,Married-civ-spouse,White,>50K,Prof-specialty
300,48,College,Married-civ-spouse,White,>50K,Adm-clerical
302,31,Higher Education,Married-civ-spouse,White,>50K,Transport-moving
303,55,Higher Education,Married-civ-spouse,White,>50K,Sales
308,35,Assoc,Married-civ-spouse,White,>50K,Adm-clerical
309,41,College,Married-civ-spouse,White,>50K,Farming-fishing
311,34,Higher Education,Married-civ-spouse,Asian-Pac-Islander,>50K,Exec-managerial
313,36,College,Divorced,Black,>50K,Prof-specialty
327,43,College,Married-civ-spouse,White,>50K,Prof-specialty
341,38,Assoc,Married-civ-spouse,White,>50K,Craft-repair
342,36,Higher Education,Married-civ-spouse,White,>50K,Protective-serv
350,33,College,Married-civ-spouse,White,>50K,Exec-managerial
352,33,College,Married-civ-spouse,White,>50K,Exec-managerial
354,59,College,Married-civ-spouse,White,>50K,?
355,38,Higher Education,Married-civ-spouse,White,>50K,Adm-clerical
357,40,Assoc,Married-civ-spouse,White,>50K,Tech-support
361,62,Higher Education,Married-civ-spouse,White,>50K,Prof-specialty
363,43,College,Divorced,White,>50K,Exec-managerial
368,57,College,Divorced,White,>50K,Exec-managerial
372,40,Assoc,Married-civ-spouse,White,>50K,Machine-op-inspct
387,44,College,Married-civ-spouse,White,>50K,Adm-clerical
390,35,Higher Education,Married-civ-spouse,White,>50K,Other-service
393,34,College,Married-civ-spouse,White,>50K,Exec-managerial
398,25,College,Married-civ-spouse,White,>50K,Exec-managerial
399,52,College,Married-civ-spouse,White,>50K,Exec-managerial
402,50,College,Married-civ-spouse,White,>50K,Protective-serv
405,41,Higher Education,Married-civ-spouse,White,>50K,Exec-managerial
408,28,College,Married-civ-spouse,White,>50K,?
413,46,Higher Education,Married-civ-spouse,White,>50K,Exec-managerial
415,35,PreSchool,Divorced,White,>50K,Craft-repair
422,32,College,Married-civ-spouse,White,>50K,Exec-managerial
428,63,Higher Education,Married-civ-spouse,White,>50K,Exec-managerial
433,30,Assoc,Married-civ-spouse,White,>50K,Other-service
435,33,Higher Education,Married-civ-spouse,White,>50K,Prof-specialty
443,44,College,Married-civ-spouse,White,>50K,Prof-specialty
451,45,College,Married-civ-spouse,White,>50K,Craft-repair
452,60,Higher Education,Married-civ-spouse,White,>50K,Craft-repair
453,42,Assoc,Married-civ-spouse,Black,>50K,Exec-managerial
454,44,Higher Education,Married-civ-spouse,White,>50K,Sales
455,40,Assoc,Married-civ-spouse,Asian-Pac-Islander,>50K,Machine-op-inspct
468,49,Higher Education,Married-civ-spouse,White,>50K,Exec-managerial
469,30,College,Married-civ-spouse,White,>50K,Tech-support
470,60,College,Never-married,White,>50K,Prof-specialty
489,38,College,Married-civ-spouse,White,>50K,Sales
513,34,College,Married-civ-spouse,White,>50K,Prof-specialty
519,34,College,Married-civ-spouse,White,>50K,Prof-specialty
520,38,College,Married-civ-spouse,White,>50K,Exec-managerial
521,50,Higher Education,Married-civ-spouse,White,>50K,Exec-managerial
523,37,College,Married-civ-spouse,White,>50K,Tech-support
524,44,College,Divorced,White,>50K,Machine-op-inspct
526,42,College,Married-civ-spouse,White,>50K,Exec-managerial
533,41,Assoc,Married-civ-spouse,White,>50K,Exec-managerial
534,67,College,Married-civ-spouse,White,>50K,Prof-specialty
554,33,Assoc,Divorced,Black,>50K,Craft-repair
561,54,College,Married-civ-spouse,White,>50K,Sales
562,47,College,Married-civ-spouse,White,>50K,Prof-specialty
564,52,College,Married-civ-spouse,White,>50K,Prof-specialty
573,37,Assoc,Married-civ-spouse,White,>50K,Craft-repair
575,29,College,Married-civ-spouse,White,>50K,Exec-managerial
580,65,College,Married-civ-spouse,White,>50K,?
581,57,Higher Education,Married-civ-spouse,White,>50K,Sales
588,52,PreSchool,Married-civ-spouse,White,>50K,Craft-repair
592,60,PreSchool,Never-married,White,>50K,Transport-moving
593,31,College,Married-civ-spouse,White,>50K,Prof-specialty
597,42,College,Married-civ-spouse,White,>50K,Prof-specialty
606,51,Higher Education,Married-civ-spouse,White,>50K,Craft-repair
619,46,College,Married-civ-spouse,White,>50K,Prof-specialty
626,34,Higher Education,Married-civ-spouse,White,>50K,Sales
628,33,College,Married-civ-spouse,White,>50K,Exec-managerial
629,49,College,Married-civ-spouse,White,>50K,Sales
632,43,College,Married-civ-spouse,White,>50K,Craft-repair
633,30,College,Married-civ-spouse,Black,>50K,Adm-clerical
637,33,College,Married-civ-spouse,White,>50K,Exec-managerial
639,52,Higher Education,Married-civ-spouse,White,>50K,Prof-specialty
643,36,College,Married-civ-spouse,White,>50K,Sales
645,50,Higher Education,Separated,White,>50K,Prof-specialty
649,30,College,Married-civ-spouse,White,>50K,Tech-support
652,35,Higher Education,Married-civ-spouse,Asian-Pac-Islander,>50K,Prof-specialty
659,43,Higher Education,Married-civ-spouse,White,>50K,Machine-op-inspct
660,44,PreSchool,Married-civ-spouse,Black,>50K,Handlers-cleaners
665,42,Assoc,Divorced,White,>50K,Prof-specialty
667,42,Higher Education,Married-civ-spouse,Black,>50K,Craft-repair
673,33,College,Married-civ-spouse,White,>50K,Exec-managerial
674,50,Higher Education,Married-civ-spouse,White,>50K,Sales
681,37,Assoc,Married-civ-spouse,White,>50K,Craft-repair
682,34,Higher Education,Married-civ-spouse,White,>50K,Craft-repair
696,35,Higher Education,Never-married,White,>50K,Prof-specialty
697,31,Higher Education,Married-civ-spouse,White,>50K,Tech-support
704,46,Higher Education,Divorced,White,>50K,Prof-specialty
705,44,College,Divorced,White,>50K,Exec-managerial
719,34,College,Married-civ-spouse,White,>50K,Exec-managerial
723,50,Higher Education,Married-civ-spouse,White,>50K,Exec-managerial
724,42,College,Married-civ-spouse,White,>50K,Exec-managerial
725,43,College,Never-married,White,>50K,Prof-specialty
729,65,PreSchool,Married-civ-spouse,White,>50K,Exec-managerial
739,42,College,Married-civ-spouse,White,>50K,Tech-support
742,42,Higher Education,Never-married,White,>50K,Exec-managerial
745,42,College,Married-civ-spouse,White,>50K,Prof-specialty
746,55,Higher Education,Married-civ-spouse,White,>50K,Transport-moving
750,29,College,Married-civ-spouse,White,>50K,Exec-managerial
756,54,Higher Education,Married-civ-spouse,White,>50K,Transport-moving
758,46,Higher Education,Married-civ-spouse,White,>50K,Adm-clerical
761,59,Higher Education,Married-civ-spouse,White,>50K,Adm-clerical
763,53,Higher Education,Married-civ-spouse,White,>50K,Exec-managerial
764,51,College,Never-married,White,>50K,Sales
773,37,Assoc,Married-civ-spouse,White,>50K,Tech-support
778,43,College,Married-civ-spouse,White,>50K,Sales
782,40,Assoc,Married-civ-spouse,White,>50K,Exec-managerial
784,40,College,Never-married,Other,>50K,Sales
790,48,Assoc,Married-civ-spouse,White,>50K,Tech-support
794,60,Higher Education,Married-civ-spouse,White,>50K,Transport-moving
798,46,Higher Education,Never-married,White,>50K,Tech-support
799,43,College,Married-civ-spouse,White,>50K,Exec-managerial
805,32,Higher Education,Married-civ-spouse,White,>50K,Craft-repair
807,33,College,Married-civ-spouse,White,>50K,Prof-specialty
808,64,College,Married-civ-spouse,White,>50K,Prof-specialty
817,56,College,Married-civ-spouse,White,>50K,Craft-repair
819,47,Higher Education,Married-civ-spouse,White,>50K,Transport-moving
825,57,Higher Education,Widowed,White,>50K,Transport-moving
831,53,College,Married-civ-spouse,White,>50K,Adm-clerical
837,41,College,Divorced,White,>50K,Prof-specialty
842,51,College,Married-civ-spouse,White,>50K,Prof-specialty
844,55,Higher Education,Married-civ-spouse,White,>50K,Craft-repair
847,37,College,Married-civ-spouse,White,>50K,Exec-managerial
850,61,Higher Education,Widowed,White,>50K,Prof-specialty
854,48,Higher Education,Divorced,White,>50K,Prof-specialty
857,59,Higher Education,Married-civ-spouse,White,>50K,Other-service
859,49,College,Never-married,White,>50K,Exec-managerial
868,39,College,Married-civ-spouse,White,>50K,Farming-fishing
870,44,College,Married-civ-spouse,White,>50K,Exec-managerial
872,71,Higher Education,Married-civ-spouse,White,>50K,Sales
873,51,College,Married-civ-spouse,Asian-Pac-Islander,>50K,Sales
875,41,College,Married-civ-spouse,White,>50K,Exec-managerial
878,39,Higher Education,Married-civ-spouse,White,>50K,Transport-moving
881,32,College,Married-civ-spouse,White,>50K,Adm-clerical
883,38,College,Married-civ-spouse,White,>50K,Sales
893,37,College,Married-civ-spouse,White,>50K,Prof-specialty
894,42,College,Married-civ-spouse,White,>50K,Farming-fishing
898,30,College,Married-civ-spouse,White,>50K,Exec-managerial
915,39,College,Married-civ-spouse,White,>50K,Exec-managerial
917,67,Higher Education,Married-civ-spouse,Asian-Pac-Islander,>50K,Exec-managerial
927,51,Higher Education,Married-civ-spouse,White,>50K,Exec-managerial
934,37,PreSchool,Married-civ-spouse,White,>50K,Machine-op-inspct
935,37,Higher Education,Married-civ-spouse,White,>50K,Craft-repair
937,41,College,Married-civ-spouse,White,>50K,Prof-specialty
939,31,College,Never-married,White,>50K,Sales
942,38,Higher Education,Married-civ-spouse,White,>50K,Exec-managerial
947,36,College,Married-civ-spouse,White,>50K,Exec-managerial
950,44,Higher Education,Married-civ-spouse,White,>50K,Prof-specialty
951,43,Higher Education,Married-civ-spouse,White,>50K,Exec-managerial
956,44,College,Married-civ-spouse,White,>50K,Sales
958,33,College,Married-civ-spouse,White,>50K,Exec-managerial
959,42,Assoc,Married-civ-spouse,White,>50K,Exec-managerial
966,35,College,Married-civ-spouse,White,>50K,Sales
968,48,College,Married-civ-spouse,Asian-Pac-Islander,>50K,Exec-managerial
970,34,Higher Education,Married-civ-spouse,White,>50K,Craft-repair
972,67,College,Widowed,White,>50K,Exec-managerial
977,40,Higher Education,Married-civ-spouse,White,>50K,Prof-specialty
984,45,Higher Education,Widowed,White,>50K,Protective-serv
993,47,Higher Education,Married-civ-spouse,White,>50K,Adm-clerical
995,56,Higher Education,Married-civ-spouse,White,>50K,Exec-managerial
997,48,College,Divorced,White,>50K,Exec-managerial
999,39,College,Married-civ-spouse,White,>50K,Exec-managerial
1001,50,Higher Education,Married-civ-spouse,White,>50K,Prof-specialty
1002,38,Higher Education,Married-civ-spouse,White,>50K,Prof-specialty
1007,39,Higher Education,Married-civ-spouse,White,>50K,Exec-managerial
1008,54,Higher Education,Married-civ-spouse,White,>50K,Craft-repair
1012,50,Higher Education,Married-civ-spouse,White,>50K,Machine-op-inspct
1013,42,College,Married-civ-spouse,White,>50K,Prof-specialty
1016,33,Assoc,Married-civ-spouse,White,>50K,Tech-support
1021,48,Higher Education,Married-civ-spouse,White,>50K,Prof-specialty
1027,45,Higher Education,Married-civ-spouse,White,>50K,Exec-managerial
1043,44,College,Married-civ-spouse,White,>50K,Exec-managerial
1049,36,College,Married-civ-spouse,White,>50K,Prof-specialty
1051,53,College,Married-civ-spouse,White,>50K,Sales
1052,30,College,Married-civ-spouse,White,>50K,Adm-clerical
1053,52,College,Married-civ-spouse,White,>50K,Sales
1058,49,Higher Education,Married-civ-spouse,White,>50K,Prof-specialty
1059,45,Higher Education,Married-civ-spouse,White,>50K,Craft-repair
1064,49,College,Married-civ-spouse,White,>50K,Sales
1066,35,College,Married-civ-spouse,White,>50K,Prof-specialty
1071,38,Higher Education,Married-civ-spouse,White,>50K,Craft-repair
1072,37,Higher Education,Married-civ-spouse,White,>50K,Craft-repair
1073,48,Higher Education,Married-civ-spouse,White,>50K,Prof-specialty
1079,43,Assoc,Married-civ-spouse,White,>50K,Prof-specialty
1083,41,College,Married-civ-spouse,White,>50K,Protective-serv
1088,42,College,Married-civ-spouse,White,>50K,Exec-managerial
1090,41,Assoc,Married-civ-spouse,White,>50K,Prof-specialty
1091,44,College,Never-married,White,>50K,Sales
1098,29,Higher Education,Married-civ-spouse,White,>50K,Sales
1101,45,College,Married-civ-spouse,White,>50K,Machine-op-inspct
1104,34,Assoc,Married-civ-spouse,White,>50K,Prof-specialty
1108,41,College,Married-civ-spouse,White,>50K,Craft-repair
1110,35,Higher Education,Married-civ-spouse,White,>50K,Sales
1111,33,College,Married-civ-spouse,White,>50K,Sales
1115,60,Assoc,Married-civ-spouse,White,>50K,Machine-op-inspct
1118,58,College,Married-civ-spouse,White,>50K,Prof-specialty
1126,35,Higher Education,Married-civ-spouse,White,>50K,Transport-moving
1135,31,College,Married-civ-spouse,White,>50K,Exec-managerial
1136,46,Higher Education,Married-civ-spouse,White,>50K,Exec-managerial
1137,35,Higher Education,Married-civ-spouse,Black,>50K,Adm-clerical
1145,33,Higher Education,Married-civ-spouse,White,>50K,Prof-specialty
1148,61,Higher Education,Married-civ-spouse,White,>50K,Exec-managerial
1149,50,Higher Education,Married-civ-spouse,White,>50K,Exec-managerial
1156,46,Higher Education,Married-civ-spouse,White,>50K,Exec-managerial
1157,28,Higher Education,Married-civ-spouse,White,>50K,Prof-specialty
1162,33,College,Married-civ-spouse,White,>50K,Sales
1163,54,Assoc,Married-civ-spouse,White,>50K,Tech-support
1164,50,College,Married-civ-spouse,White,>50K,Prof-specialty
1166,65,College,Married-civ-spouse,White,>50K,Adm-clerical
1172,25,Higher Education,Married-civ-spouse,White,>50K,Farming-fishing
1175,58,College,Married-civ-spouse,White,>50K,?
1177,50,Higher Education,Married-civ-spouse,White,>50K,Prof-specialty
1180,50,Higher Education,Married-civ-spouse,White,>50K,?
1181,40,College,Divorced,White,>50K,Exec-managerial
1191,48,College,Married-civ-spouse,White,>50K,Craft-repair
1200,45,Higher Education,Married-civ-spouse,Black,>50K,Adm-clerical
1201,30,College,Married-civ-spouse,White,>50K,Prof-specialty
1203,44,College,Never-married,White,>50K,Other-service
1205,61,Higher Education,Married-civ-spouse,White,>50K,Sales
1207,38,College,Married-civ-spouse,White,>50K,Sales
1210,44,College,Married-civ-spouse,White,>50K,Sales
1213,54,Higher Education,Married-civ-spouse,White,>50K,Prof-specialty
1215,63,College,Widowed,White,>50K,?
1216,48,College,Married-civ-spouse,Amer-Indian-Eskimo,>50K,Craft-repair
1219,38,College,Married-civ-spouse,White,>50K,Prof-specialty
1220,45,Higher Education,Married-civ-spouse,White,>50K,Craft-repair
1224,38,Higher Education,Married-civ-spouse,White,>50K,Transport-moving
1226,36,College,Married-civ-spouse,White,>50K,Prof-specialty
1230,46,College,Married-civ-spouse,White,>50K,Prof-specialty
1240,35,Higher Education,Never-married,White,>50K,Prof-specialty
1243,65,Higher Education,Married-civ-spouse,White,>50K,Exec-managerial
1246,54,College,Married-civ-spouse,White,>50K,Prof-specialty
1250,51,Higher Education,Married-civ-spouse,White,>50K,Exec-managerial
1257,57,Higher Education,Married-civ-spouse,White,>50K,Sales
1258,43,College,Married-civ-spouse,White,>50K,Prof-specialty
1261,53,Higher Education,Married-civ-spouse,White,>50K,Transport-moving
1266,38,College,Married-civ-spouse,White,>50K,Prof-specialty
1275,51,College,Married-civ-spouse,White,>50K,Adm-clerical
1276,46,College,Married-civ-spouse,White,>50K,Sales
1277,67,College,Married-civ-spouse,White,>50K,Protective-serv
1281,42,Assoc,Divorced,Asian-Pac-Islander,>50K,Prof-specialty
1282,65,Higher Education,Married-civ-spouse,White,>50K,?
1284,50,Higher Education,Married-civ-spouse,White,>50K,Adm-clerical
1286,47,College,Married-civ-spouse,White,>50K,Sales
1302,58,College,Married-civ-spouse,White,>50K,Transport-moving
1305,37,College,Married-civ-spouse,White,>50K,Machine-op-inspct
1309,49,Higher Education,Married-civ-spouse,White,>50K,Craft-repair
1314,32,College,Married-civ-spouse,White,>50K,Handlers-cleaners
1316,35,Higher Education,Married-civ-spouse,White,>50K,Prof-specialty
1318,41,College,Married-civ-spouse,White,>50K,Prof-specialty
1319,48,College,Married-civ-spouse,White,>50K,Craft-repair
1322,27,Higher Education,Never-married,White,>50K,Sales
1323,55,College,Married-civ-spouse,White,>50K,Transport-moving
1324,39,Higher Education,Married-civ-spouse,White,>50K,Adm-clerical
1327,52,Higher Education,Widowed,Asian-Pac-Islander,>50K,Other-service
1334,51,Assoc,Married-civ-spouse,White,>50K,Prof-specialty
1337,40,Higher Education,Married-civ-spouse,White,>50K,Exec-managerial
1346,61,College,Married-civ-spouse,White,>50K,Exec-managerial
1348,36,College,Married-civ-spouse,Asian-Pac-Islander,>50K,Exec-managerial
1350,34,College,Never-married,White,>50K,Prof-specialty
1351,32,College,Married-civ-spouse,White,>50K,Craft-repair
1355,61,Higher Education,Married-civ-spouse,White,>50K,Farming-fishing
1361,52,Higher Education,Married-civ-spouse,White,>50K,Craft-repair
1368,52,Higher Education,Married-civ-spouse,Asian-Pac-Islander,>50K,Exec-managerial
1378,65,Higher Education,Married-civ-spouse,White,>50K,Sales
1387,40,College,Divorced,White,>50K,Exec-managerial
1391,40,PreSchool,Married-civ-spouse,Black,>50K,Craft-repair
1395,42,PreSchool,Never-married,White,>50K,Transport-moving
1399,50,Higher Education,Married-civ-spouse,White,>50K,Transport-moving
1405,24,Higher Education,Married-civ-spouse,White,>50K,Other-service
1407,39,Assoc,Married-civ-spouse,White,>50K,Craft-repair
1412,39,College,Married-civ-spouse,White,>50K,Prof-specialty
1413,53,College,Married-civ-spouse,White,>50K,Exec-managerial
1417,31,College,Married-civ-spouse,Black,>50K,Sales
1418,31,College,Married-civ-spouse,White,>50K,Prof-specialty
1426,45,College,Married-civ-spouse,White,>50K,Farming-fishing
1429,57,Higher Education,Married-civ-spouse,White,>50K,Transport-moving
1432,32,Assoc,Divorced,White,>50K,Sales
1437,36,Assoc,Married-civ-spouse,White,>50K,Adm-clerical
1439,47,Higher Education,Married-civ-spouse,White,>50K,Sales
1442,36,Higher Education,Married-civ-spouse,White,>50K,Exec-managerial
1444,56,Higher Education,Married-civ-spouse,White,>50K,Other-service
1448,51,College,Married-civ-spouse,White,>50K,Exec-managerial
1449,44,College,Married-civ-spouse,White,>50K,Exec-managerial
1453,49,Higher Education,Married-civ-spouse,White,>50K,Exec-managerial
1454,46,Higher Education,Married-civ-spouse,Black,>50K,Craft-repair
1459,41,College,Married-civ-spouse,White,>50K,Prof-specialty
1460,48,Higher Education,Married-civ-spouse,White,>50K,Exec-managerial
1462,30,College,Never-married,White,>50K,Craft-repair
1463,39,Higher Education,Married-civ-spouse,White,>50K,Transport-moving
1469,40,Assoc,Married-civ-spouse,White,>50K,Prof-specialty
1470,61,College,Married-civ-spouse,White,>50K,Transport-moving
1481,58,Assoc,Married-civ-spouse,White,>50K,Craft-repair
1482,53,Higher Education,Married-civ-spouse,White,>50K,Sales
1484,43,College,Married-civ-spouse,Black,>50K,Prof-specialty
1489,37,Higher Education,Divorced,White,>50K,Exec-managerial
1492,45,Higher Education,Married-civ-spouse,White,>50K,Adm-clerical
1493,53,Higher Education,Married-civ-spouse,White,>50K,Adm-clerical
1495,28,PreSchool,Married-civ-spouse,White,>50K,Craft-repair
1496,32,PreSchool,Divorced,White,>50K,Sales
1498,36,College,Married-civ-spouse,White,>50K,Exec-managerial
1500,37,College,Married-civ-spouse,White,>50K,Exec-managerial
1503,64,College,Married-civ-spouse,White,>50K,Exec-managerial
1511,30,Assoc,Married-civ-spouse,White,>50K,Prof-specialty
1512,37,College,Married-civ-spouse,White,>50K,Prof-specialty
1514,59,College,Married-civ-spouse,White,>50K,Exec-managerial
1516,46,Higher Education,Married-civ-spouse,White,>50K,Adm-clerical
1528,52,College,Married-civ-spouse,White,>50K,Exec-managerial
1531,40,PreSchool,Married-civ-spouse,White,>50K,Machine-op-inspct
1532,48,Higher Education,Divorced,White,>50K,Exec-managerial
1533,49,PreSchool,Married-civ-spouse,Black,>50K,Transport-moving
1548,41,College,Married-civ-spouse,White,>50K,Craft-repair
1554,62,Higher Education,Married-civ-spouse,White,>50K,Prof-specialty
1562,75,College,Widowed,White,>50K,?
1571,44,Assoc,Married-civ-spouse,White,>50K,Craft-repair
1580,26,Higher Education,Married-civ-spouse,White,>50K,Sales
1583,39,Higher Education,Divorced,White,>50K,Adm-clerical
1585,40,College,Married-civ-spouse,White,>50K,Craft-repair
1593,55,Higher Education,Married-civ-spouse,White,>50K,Prof-specialty
1595,33,Higher Education,Never-married,White,>50K,Prof-specialty
1603,57,Higher Education,Married-civ-spouse,Black,>50K,Machine-op-inspct
1611,36,Assoc,Married-civ-spouse,White,>50K,Prof-specialty
1612,45,Higher Education,Married-civ-spouse,White,>50K,Prof-specialty
1613,54,Higher Education,Married-civ-spouse,White,>50K,Machine-op-inspct
1615,60,Higher Education,Married-civ-spouse,White,>50K,Prof-specialty
1616,46,College,Married-civ-spouse,White,>50K,Prof-specialty
1620,48,College,Married-civ-spouse,White,>50K,Sales
1621,44,Higher Education,Married-civ-spouse,White,>50K,Exec-managerial
1625,61,College,Married-civ-spouse,White,>50K,Prof-specialty
1627,52,College,Married-civ-spouse,White,>50K,Sales
1632,40,Assoc,Married-civ-spouse,White,>50K,Adm-clerical
1635,57,College,Married-civ-spouse,White,>50K,Exec-managerial
1638,34,College,Married-civ-spouse,White,>50K,Prof-specialty
1639,54,Higher Education,Married-civ-spouse,White,>50K,Machine-op-inspct
1641,42,College,Married-civ-spouse,White,>50K,Prof-specialty
1642,48,Higher Education,Married-civ-spouse,White,>50K,Prof-specialty
1643,65,Higher Education,Married-civ-spouse,White,>50K,Prof-specialty
1645,71,Higher Education,Married-civ-spouse,White,>50K,Adm-clerical
1648,35,College,Married-civ-spouse,White,>50K,Exec-managerial
1654,41,Higher Education,Married-civ-spouse,Black,>50K,Craft-repair
1655,44,College,Married-civ-spouse,White,>50K,Prof-specialty
1661,44,College,Married-civ-spouse,White,>50K,Exec-managerial
1666,50,College,Married-civ-spouse,White,>50K,Sales
1669,46,College,Married-civ-spouse,White,>50K,Prof-specialty
1670,44,Assoc,Married-civ-spouse,White,>50K,Sales
1674,47,Assoc,Married-civ-spouse,White,>50K,Adm-clerical
1676,64,Higher Education,Married-civ-spouse,White,>50K,?
1682,43,College,Married-civ-spouse,White,>50K,Exec-managerial
1685,37,Higher Education,Married-civ-spouse,White,>50K,Exec-managerial
1687,37,Higher Education,Married-civ-spouse,White,>50K,Exec-managerial
1689,44,Higher Education,Married-civ-spouse,White,>50K,Prof-specialty
1693,53,Higher Education,Married-civ-spouse,White,>50K,Exec-managerial
1695,51,Higher Education,Married-civ-spouse,Black,>50K,Machine-op-inspct
1706,56,Higher Education,Married-civ-spouse,White,>50K,Craft-repair
1709,43,Higher Education,Married-civ-spouse,White,>50K,Exec-managerial
1713,38,College,Married-civ-spouse,White,>50K,Sales
1717,41,Higher Education,Married-civ-spouse,Asian-Pac-Islander,>50K,Prof-specialty
1718,35,College,Married-civ-spouse,White,>50K,Sales
1722,38,College,Divorced,White,>50K,Sales
1723,40,College,Married-civ-spouse,White,>50K,Exec-managerial
1726,55,Higher Education,Married-civ-spouse,White,>50K,Craft-repair
1728,49,Higher Education,Married-civ-spouse,White,>50K,Prof-specialty
1735,64,College,Married-civ-spouse,White,>50K,Exec-managerial
1738,45,College,Divorced,White,>50K,Other-service
1740,30,College,Married-civ-spouse,White,>50K,Adm-clerical
1754,53,Higher Education,Married-civ-spouse,Black,>50K,Exec-managerial
1760,42,College,Married-civ-spouse,White,>50K,Prof-specialty
1764,46,Higher Education,Divorced,White,>50K,Exec-managerial
1765,49,College,Married-civ-spouse,White,>50K,Prof-specialty
1769,26,College,Married-civ-spouse,White,>50K,Tech-support
1771,50,College,Married-civ-spouse,White,>50K,Exec-managerial
1772,51,Assoc,Married-civ-spouse,White,>50K,Craft-repair
1774,49,Higher Education,Married-civ-spouse,Black,>50K,Other-service
1779,43,College,Married-civ-spouse,White,>50K,Sales
