Unnamed: 0,age,education,marital-status,race,income,occupation
139,<60,Some-college,Married-civ-spouse,Asian-Pac-Islander,>50K,Craft-repair
143,<60,Assoc-voc,Never-married,White,>50K,Prof-specialty
154,<60,HS-grad,Divorced,White,>50K,?
164,<60,Masters,Married-civ-spouse,White,>50K,Sales
172,<60,Some-college,Married-civ-spouse,White,>50K,Sales
174,<60,Bachelors,Married-civ-spouse,White,>50K,Prof-specialty
180,<60,Some-college,Married-civ-spouse,Black,>50K,Exec-managerial
183,<60,7th-8th,Married-civ-spouse,White,>50K,Machine-op-inspct
184,<60,Some-college,Married-civ-spouse,White,>50K,Adm-clerical
189,<60,Doctorate,Married-civ-spouse,White,>50K,Prof-specialty
197,<60,Masters,Never-married,White,>50K,Exec-managerial
198,<60,Masters,Married-civ-spouse,White,>50K,Prof-specialty
202,<60,Bachelors,Married-civ-spouse,White,>50K,Exec-managerial
206,<60,Bachelors,Married-civ-spouse,Black,>50K,Other-service
208,<60,HS-grad,Married-civ-spouse,White,>50K,Sales
211,<60,HS-grad,Married-civ-spouse,White,>50K,Craft-repair
214,<60,7th-8th,Married-civ-spouse,White,>50K,Machine-op-inspct
215,<60,Bachelors,Never-married,Black,>50K,Exec-managerial
234,<60,Prof-school,Never-married,White,>50K,Prof-specialty
237,<60,Bachelors,Married-civ-spouse,White,>50K,Exec-managerial
238,<60,Masters,Married-civ-spouse,White,>50K,Exec-managerial
240,<60,Bachelors,Married-civ-spouse,White,>50K,Prof-specialty
246,<60,HS-grad,Married-civ-spouse,White,>50K,Adm-clerical
248,<60,Assoc-acdm,Married-civ-spouse,White,>50K,Tech-support
250,<60,Prof-school,Married-civ-spouse,White,>50K,Prof-specialty
255,<60,HS-grad,Married-civ-spouse,Asian-Pac-Islander,>50K,Farming-fishing
265,<60,Some-college,Married-civ-spouse,Asian-Pac-Islander,>50K,Exec-managerial
267,>=60,HS-grad,Married-civ-spouse,White,>50K,Exec-managerial
269,<60,HS-grad,Married-civ-spouse,White,>50K,Craft-repair
270,>=60,HS-grad,Married-civ-spouse,White,>50K,Exec-managerial
276,<60,Some-college,Married-civ-spouse,White,>50K,Craft-repair
279,<60,Some-college,Married-civ-spouse,White,>50K,Machine-op-inspct
281,<60,Some-college,Married-civ-spouse,White,>50K,Craft-repair
285,<60,Masters,Married-civ-spouse,White,>50K,Sales
286,<60,Prof-school,Married-civ-spouse,White,>50K,Prof-specialty
300,<60,Bachelors,Married-civ-spouse,White,>50K,Adm-clerical
302,<60,HS-grad,Married-civ-spouse,White,>50K,Transport-moving
303,<60,HS-grad,Married-civ-spouse,White,>50K,Sales
308,<60,Assoc-acdm,Married-civ-spouse,White,>50K,Adm-clerical
309,<60,Some-college,Married-civ-spouse,White,>50K,Farming-fishing
311,<60,Masters,Married-civ-spouse,Asian-Pac-Islander,>50K,Exec-managerial
313,<60,Bachelors,Divorced,Black,>50K,Prof-specialty
327,<60,Some-college,Married-civ-spouse,White,>50K,Prof-specialty
341,<60,Assoc-voc,Married-civ-spouse,White,>50K,Craft-repair
342,<60,HS-grad,Married-civ-spouse,White,>50K,Protective-serv
350,<60,Bachelors,Married-civ-spouse,White,>50K,Exec-managerial
352,<60,Bachelors,Married-civ-spouse,White,>50K,Exec-managerial
354,<60,Bachelors,Married-civ-spouse,White,>50K,?
355,<60,HS-grad,Married-civ-spouse,White,>50K,Adm-clerical
357,<60,Assoc-voc,Married-civ-spouse,White,>50K,Tech-support
361,>=60,Masters,Married-civ-spouse,White,>50K,Prof-specialty
363,<60,Bachelors,Divorced,White,>50K,Exec-managerial
368,<60,Bachelors,Divorced,White,>50K,Exec-managerial
372,<60,Assoc-voc,Married-civ-spouse,White,>50K,Machine-op-inspct
387,<60,Some-college,Married-civ-spouse,White,>50K,Adm-clerical
390,<60,HS-grad,Married-civ-spouse,White,>50K,Other-service
393,<60,Bachelors,Married-civ-spouse,White,>50K,Exec-managerial
398,<60,Bachelors,Married-civ-spouse,White,>50K,Exec-managerial
399,<60,Bachelors,Married-civ-spouse,White,>50K,Exec-managerial
402,<60,Bachelors,Married-civ-spouse,White,>50K,Protective-serv
405,<60,Masters,Married-civ-spouse,White,>50K,Exec-managerial
408,<60,Some-college,Married-civ-spouse,White,>50K,?
413,<60,Doctorate,Married-civ-spouse,White,>50K,Exec-managerial
415,<60,12th,Divorced,White,>50K,Craft-repair
422,<60,Bachelors,Married-civ-spouse,White,>50K,Exec-managerial
428,>=60,HS-grad,Married-civ-spouse,White,>50K,Exec-managerial
433,<60,Assoc-acdm,Married-civ-spouse,White,>50K,Other-service
435,<60,Masters,Married-civ-spouse,White,>50K,Prof-specialty
443,<60,Some-college,Married-civ-spouse,White,>50K,Prof-specialty
451,<60,Some-college,Married-civ-spouse,White,>50K,Craft-repair
452,>=60,HS-grad,Married-civ-spouse,White,>50K,Craft-repair
453,<60,Assoc-acdm,Married-civ-spouse,Black,>50K,Exec-managerial
454,<60,HS-grad,Married-civ-spouse,White,>50K,Sales
455,<60,Assoc-voc,Married-civ-spouse,Asian-Pac-Islander,>50K,Machine-op-inspct
468,<60,Masters,Married-civ-spouse,White,>50K,Exec-managerial
469,<60,Bachelors,Married-civ-spouse,White,>50K,Tech-support
470,>=60,Some-college,Never-married,White,>50K,Prof-specialty
489,<60,Bachelors,Married-civ-spouse,White,>50K,Sales
513,<60,Some-college,Married-civ-spouse,White,>50K,Prof-specialty
519,<60,Bachelors,Married-civ-spouse,White,>50K,Prof-specialty
520,<60,Bachelors,Married-civ-spouse,White,>50K,Exec-managerial
521,<60,HS-grad,Married-civ-spouse,White,>50K,Exec-managerial
523,<60,Some-college,Married-civ-spouse,White,>50K,Tech-support
524,<60,Some-college,Divorced,White,>50K,Machine-op-inspct
526,<60,Bachelors,Married-civ-spouse,White,>50K,Exec-managerial
533,<60,Assoc-acdm,Married-civ-spouse,White,>50K,Exec-managerial
534,>=60,Prof-school,Married-civ-spouse,White,>50K,Prof-specialty
554,<60,Assoc-voc,Divorced,Black,>50K,Craft-repair
561,<60,Bachelors,Married-civ-spouse,White,>50K,Sales
562,<60,Some-college,Married-civ-spouse,White,>50K,Prof-specialty
564,<60,Bachelors,Married-civ-spouse,White,>50K,Prof-specialty
573,<60,Assoc-voc,Married-civ-spouse,White,>50K,Craft-repair
575,<60,Bachelors,Married-civ-spouse,White,>50K,Exec-managerial
580,>=60,Some-college,Married-civ-spouse,White,>50K,?
581,<60,HS-grad,Married-civ-spouse,White,>50K,Sales
588,<60,10th,Married-civ-spouse,White,>50K,Craft-repair
592,>=60,7th-8th,Never-married,White,>50K,Transport-moving
593,<60,Bachelors,Married-civ-spouse,White,>50K,Prof-specialty
597,<60,Prof-school,Married-civ-spouse,White,>50K,Prof-specialty
606,<60,Masters,Married-civ-spouse,White,>50K,Craft-repair
619,<60,Prof-school,Married-civ-spouse,White,>50K,Prof-specialty
626,<60,HS-grad,Married-civ-spouse,White,>50K,Sales
628,<60,Some-college,Married-civ-spouse,White,>50K,Exec-managerial
629,<60,Bachelors,Married-civ-spouse,White,>50K,Sales
632,<60,Some-college,Married-civ-spouse,White,>50K,Craft-repair
633,<60,Bachelors,Married-civ-spouse,Black,>50K,Adm-clerical
637,<60,Bachelors,Married-civ-spouse,White,>50K,Exec-managerial
639,<60,Doctorate,Married-civ-spouse,White,>50K,Prof-specialty
643,<60,Some-college,Married-civ-spouse,White,>50K,Sales
645,<60,Doctorate,Separated,White,>50K,Prof-specialty
649,<60,Bachelors,Married-civ-spouse,White,>50K,Tech-support
652,<60,Doctorate,Married-civ-spouse,Asian-Pac-Islander,>50K,Prof-specialty
659,<60,HS-grad,Married-civ-spouse,White,>50K,Machine-op-inspct
660,<60,12th,Married-civ-spouse,Black,>50K,Handlers-cleaners
665,<60,Assoc-acdm,Divorced,White,>50K,Prof-specialty
667,<60,HS-grad,Married-civ-spouse,Black,>50K,Craft-repair
673,<60,Bachelors,Married-civ-spouse,White,>50K,Exec-managerial
674,<60,HS-grad,Married-civ-spouse,White,>50K,Sales
681,<60,Assoc-voc,Married-civ-spouse,White,>50K,Craft-repair
682,<60,HS-grad,Married-civ-spouse,White,>50K,Craft-repair
696,<60,Masters,Never-married,White,>50K,Prof-specialty
697,<60,Masters,Married-civ-spouse,White,>50K,Tech-support
704,<60,Doctorate,Divorced,White,>50K,Prof-specialty
705,<60,Bachelors,Divorced,White,>50K,Exec-managerial
719,<60,Bachelors,Married-civ-spouse,White,>50K,Exec-managerial
723,<60,HS-grad,Married-civ-spouse,White,>50K,Exec-managerial
724,<60,Bachelors,Married-civ-spouse,White,>50K,Exec-managerial
725,<60,Bachelors,Never-married,White,>50K,Prof-specialty
729,>=60,11th,Married-civ-spouse,White,>50K,Exec-managerial
739,<60,Bachelors,Married-civ-spouse,White,>50K,Tech-support
742,<60,Masters,Never-married,White,>50K,Exec-managerial
745,<60,Bachelors,Married-civ-spouse,White,>50K,Prof-specialty
746,<60,HS-grad,Married-civ-spouse,White,>50K,Transport-moving
750,<60,Bachelors,Married-civ-spouse,White,>50K,Exec-managerial
756,<60,HS-grad,Married-civ-spouse,White,>50K,Transport-moving
758,<60,HS-grad,Married-civ-spouse,White,>50K,Adm-clerical
761,<60,HS-grad,Married-civ-spouse,White,>50K,Adm-clerical
763,<60,Doctorate,Married-civ-spouse,White,>50K,Exec-managerial
764,<60,Bachelors,Never-married,White,>50K,Sales
773,<60,Assoc-voc,Married-civ-spouse,White,>50K,Tech-support
778,<60,Bachelors,Married-civ-spouse,White,>50K,Sales
782,<60,Assoc-voc,Married-civ-spouse,White,>50K,Exec-managerial
784,<60,Bachelors,Never-married,Other,>50K,Sales
790,<60,Assoc-voc,Married-civ-spouse,White,>50K,Tech-support
794,>=60,HS-grad,Married-civ-spouse,White,>50K,Transport-moving
798,<60,Masters,Never-married,White,>50K,Tech-support
799,<60,Bachelors,Married-civ-spouse,White,>50K,Exec-managerial
805,<60,HS-grad,Married-civ-spouse,White,>50K,Craft-repair
807,<60,Bachelors,Married-civ-spouse,White,>50K,Prof-specialty
808,>=60,Bachelors,Married-civ-spouse,White,>50K,Prof-specialty
817,<60,Some-college,Married-civ-spouse,White,>50K,Craft-repair
819,<60,HS-grad,Married-civ-spouse,White,>50K,Transport-moving
825,<60,HS-grad,Widowed,White,>50K,Transport-moving
831,<60,Some-college,Married-civ-spouse,White,>50K,Adm-clerical
837,<60,Bachelors,Divorced,White,>50K,Prof-specialty
842,<60,Some-college,Married-civ-spouse,White,>50K,Prof-specialty
844,<60,HS-grad,Married-civ-spouse,White,>50K,Craft-repair
847,<60,Bachelors,Married-civ-spouse,White,>50K,Exec-managerial
850,>=60,Masters,Widowed,White,>50K,Prof-specialty
854,<60,Doctorate,Divorced,White,>50K,Prof-specialty
857,<60,HS-grad,Married-civ-spouse,White,>50K,Other-service
859,<60,Bachelors,Never-married,White,>50K,Exec-managerial
868,<60,Some-college,Married-civ-spouse,White,>50K,Farming-fishing
870,<60,Bachelors,Married-civ-spouse,White,>50K,Exec-managerial
872,>=60,Masters,Married-civ-spouse,White,>50K,Sales
873,<60,Bachelors,Married-civ-spouse,Asian-Pac-Islander,>50K,Sales
875,<60,Bachelors,Married-civ-spouse,White,>50K,Exec-managerial
878,<60,HS-grad,Married-civ-spouse,White,>50K,Transport-moving
881,<60,Bachelors,Married-civ-spouse,White,>50K,Adm-clerical
883,<60,Bachelors,Married-civ-spouse,White,>50K,Sales
893,<60,Bachelors,Married-civ-spouse,White,>50K,Prof-specialty
894,<60,Prof-school,Married-civ-spouse,White,>50K,Farming-fishing
898,<60,Bachelors,Married-civ-spouse,White,>50K,Exec-managerial
915,<60,Bachelors,Married-civ-spouse,White,>50K,Exec-managerial
917,>=60,HS-grad,Married-civ-spouse,Asian-Pac-Islander,>50K,Exec-managerial
927,<60,Masters,Married-civ-spouse,White,>50K,Exec-managerial
934,<60,11th,Married-civ-spouse,White,>50K,Machine-op-inspct
935,<60,HS-grad,Married-civ-spouse,White,>50K,Craft-repair
937,<60,Prof-school,Married-civ-spouse,White,>50K,Prof-specialty
939,<60,Bachelors,Never-married,White,>50K,Sales
942,<60,HS-grad,Married-civ-spouse,White,>50K,Exec-managerial
947,<60,Bachelors,Married-civ-spouse,White,>50K,Exec-managerial
950,<60,HS-grad,Married-civ-spouse,White,>50K,Prof-specialty
951,<60,Masters,Married-civ-spouse,White,>50K,Exec-managerial
956,<60,Some-college,Married-civ-spouse,White,>50K,Sales
958,<60,Bachelors,Married-civ-spouse,White,>50K,Exec-managerial
959,<60,Assoc-acdm,Married-civ-spouse,White,>50K,Exec-managerial
966,<60,Some-college,Married-civ-spouse,White,>50K,Sales
968,<60,Bachelors,Married-civ-spouse,Asian-Pac-Islander,>50K,Exec-managerial
970,<60,HS-grad,Married-civ-spouse,White,>50K,Craft-repair
972,>=60,Bachelors,Widowed,White,>50K,Exec-managerial
977,<60,Masters,Married-civ-spouse,White,>50K,Prof-specialty
984,<60,HS-grad,Widowed,White,>50K,Protective-serv
993,<60,HS-grad,Married-civ-spouse,White,>50K,Adm-clerical
995,<60,HS-grad,Married-civ-spouse,White,>50K,Exec-managerial
997,<60,Bachelors,Divorced,White,>50K,Exec-managerial
999,<60,Bachelors,Married-civ-spouse,White,>50K,Exec-managerial
1001,<60,Doctorate,Married-civ-spouse,White,>50K,Prof-specialty
1002,<60,HS-grad,Married-civ-spouse,White,>50K,Prof-specialty
1007,<60,HS-grad,Married-civ-spouse,White,>50K,Exec-managerial
1008,<60,HS-grad,Married-civ-spouse,White,>50K,Craft-repair
1012,<60,HS-grad,Married-civ-spouse,White,>50K,Machine-op-inspct
1013,<60,Some-college,Married-civ-spouse,White,>50K,Prof-specialty
1016,<60,Assoc-voc,Married-civ-spouse,White,>50K,Tech-support
1021,<60,Masters,Married-civ-spouse,White,>50K,Prof-specialty
1027,<60,HS-grad,Married-civ-spouse,White,>50K,Exec-managerial
1043,<60,Bachelors,Married-civ-spouse,White,>50K,Exec-managerial
1049,<60,Bachelors,Married-civ-spouse,White,>50K,Prof-specialty
1051,<60,Bachelors,Married-civ-spouse,White,>50K,Sales
1052,<60,Bachelors,Married-civ-spouse,White,>50K,Adm-clerical
1053,<60,Some-college,Married-civ-spouse,White,>50K,Sales
1058,<60,Masters,Married-civ-spouse,White,>50K,Prof-specialty
1059,<60,HS-grad,Married-civ-spouse,White,>50K,Craft-repair
1064,<60,Some-college,Married-civ-spouse,White,>50K,Sales
1066,<60,Prof-school,Married-civ-spouse,White,>50K,Prof-specialty
1071,<60,HS-grad,Married-civ-spouse,White,>50K,Craft-repair
1072,<60,HS-grad,Married-civ-spouse,White,>50K,Craft-repair
1073,<60,Doctorate,Married-civ-spouse,White,>50K,Prof-specialty
1079,<60,Assoc-voc,Married-civ-spouse,White,>50K,Prof-specialty
1083,<60,Some-college,Married-civ-spouse,White,>50K,Protective-serv
1088,<60,Some-college,Married-civ-spouse,White,>50K,Exec-managerial
1090,<60,Assoc-acdm,Married-civ-spouse,White,>50K,Prof-specialty
1091,<60,Bachelors,Never-married,White,>50K,Sales
1098,<60,HS-grad,Married-civ-spouse,White,>50K,Sales
1101,<60,Bachelors,Married-civ-spouse,White,>50K,Machine-op-inspct
1104,<60,Assoc-acdm,Married-civ-spouse,White,>50K,Prof-specialty
1108,<60,Bachelors,Married-civ-spouse,White,>50K,Craft-repair
1110,<60,Masters,Married-civ-spouse,White,>50K,Sales
1111,<60,Bachelors,Married-civ-spouse,White,>50K,Sales
1115,>=60,Assoc-voc,Married-civ-spouse,White,>50K,Machine-op-inspct
1118,<60,Bachelors,Married-civ-spouse,White,>50K,Prof-specialty
1126,<60,HS-grad,Married-civ-spouse,White,>50K,Transport-moving
1135,<60,Some-college,Married-civ-spouse,White,>50K,Exec-managerial
1136,<60,Masters,Married-civ-spouse,White,>50K,Exec-managerial
1137,<60,HS-grad,Married-civ-spouse,Black,>50K,Adm-clerical
1145,<60,Masters,Married-civ-spouse,White,>50K,Prof-specialty
1148,>=60,HS-grad,Married-civ-spouse,White,>50K,Exec-managerial
1149,<60,HS-grad,Married-civ-spouse,White,>50K,Exec-managerial
1156,<60,HS-grad,Married-civ-spouse,White,>50K,Exec-managerial
1157,<60,Masters,Married-civ-spouse,White,>50K,Prof-specialty
1162,<60,Bachelors,Married-civ-spouse,White,>50K,Sales
1163,<60,Assoc-acdm,Married-civ-spouse,White,>50K,Tech-support
1164,<60,Bachelors,Married-civ-spouse,White,>50K,Prof-specialty
1166,>=60,Bachelors,Married-civ-spouse,White,>50K,Adm-clerical
1172,<60,Masters,Married-civ-spouse,White,>50K,Farming-fishing
1175,<60,Some-college,Married-civ-spouse,White,>50K,?
1177,<60,HS-grad,Married-civ-spouse,White,>50K,Prof-specialty
1180,<60,HS-grad,Married-civ-spouse,White,>50K,?
1181,<60,Bachelors,Divorced,White,>50K,Exec-managerial
1191,<60,Some-college,Married-civ-spouse,White,>50K,Craft-repair
1200,<60,HS-grad,Married-civ-spouse,Black,>50K,Adm-clerical
1201,<60,Bachelors,Married-civ-spouse,White,>50K,Prof-specialty
1203,<60,Bachelors,Never-married,White,>50K,Other-service
1205,>=60,Masters,Married-civ-spouse,White,>50K,Sales
1207,<60,Bachelors,Married-civ-spouse,White,>50K,Sales
1210,<60,Some-college,Married-civ-spouse,White,>50K,Sales
1213,<60,Doctorate,Married-civ-spouse,White,>50K,Prof-specialty
1215,>=60,Bachelors,Widowed,White,>50K,?
1216,<60,Some-college,Married-civ-spouse,Amer-Indian-Eskimo,>50K,Craft-repair
1219,<60,Prof-school,Married-civ-spouse,White,>50K,Prof-specialty
1220,<60,HS-grad,Married-civ-spouse,White,>50K,Craft-repair
1224,<60,Masters,Married-civ-spouse,White,>50K,Transport-moving
1226,<60,Bachelors,Married-civ-spouse,White,>50K,Prof-specialty
1230,<60,Bachelors,Married-civ-spouse,White,>50K,Prof-specialty
1240,<60,Masters,Never-married,White,>50K,Prof-specialty
1243,>=60,HS-grad,Married-civ-spouse,White,>50K,Exec-managerial
1246,<60,Prof-school,Married-civ-spouse,White,>50K,Prof-specialty
1250,<60,Masters,Married-civ-spouse,White,>50K,Exec-managerial
1257,<60,HS-grad,Married-civ-spouse,White,>50K,Sales
1258,<60,Bachelors,Married-civ-spouse,White,>50K,Prof-specialty
1261,<60,HS-grad,Married-civ-spouse,White,>50K,Transport-moving
1266,<60,Bachelors,Married-civ-spouse,White,>50K,Prof-specialty
1275,<60,Bachelors,Married-civ-spouse,White,>50K,Adm-clerical
1276,<60,Bachelors,Married-civ-spouse,White,>50K,Sales
1277,>=60,Bachelors,Married-civ-spouse,White,>50K,Protective-serv
1281,<60,Assoc-acdm,Divorced,Asian-Pac-Islander,>50K,Prof-specialty
1282,>=60,HS-grad,Married-civ-spouse,White,>50K,?
1284,<60,HS-grad,Married-civ-spouse,White,>50K,Adm-clerical
1286,<60,Bachelors,Married-civ-spouse,White,>50K,Sales
1302,<60,Some-college,Married-civ-spouse,White,>50K,Transport-moving
1305,<60,Bachelors,Married-civ-spouse,White,>50K,Machine-op-inspct
1309,<60,HS-grad,Married-civ-spouse,White,>50K,Craft-repair
1314,<60,Some-college,Married-civ-spouse,White,>50K,Handlers-cleaners
1316,<60,Doctorate,Married-civ-spouse,White,>50K,Prof-specialty
1318,<60,Bachelors,Married-civ-spouse,White,>50K,Prof-specialty
1319,<60,Bachelors,Married-civ-spouse,White,>50K,Craft-repair
1322,<60,HS-grad,Never-married,White,>50K,Sales
1323,<60,Some-college,Married-civ-spouse,White,>50K,Transport-moving
1324,<60,HS-grad,Married-civ-spouse,White,>50K,Adm-clerical
1327,<60,HS-grad,Widowed,Asian-Pac-Islander,>50K,Other-service
1334,<60,Assoc-voc,Married-civ-spouse,White,>50K,Prof-specialty
1337,<60,HS-grad,Married-civ-spouse,White,>50K,Exec-managerial
1346,>=60,Bachelors,Married-civ-spouse,White,>50K,Exec-managerial
1348,<60,Bachelors,Married-civ-spouse,Asian-Pac-Islander,>50K,Exec-managerial
1350,<60,Some-college,Never-married,White,>50K,Prof-specialty
1351,<60,Bachelors,Married-civ-spouse,White,>50K,Craft-repair
1355,>=60,HS-grad,Married-civ-spouse,White,>50K,Farming-fishing
1361,<60,HS-grad,Married-civ-spouse,White,>50K,Craft-repair
1368,<60,HS-grad,Married-civ-spouse,Asian-Pac-Islander,>50K,Exec-managerial
1378,>=60,Masters,Married-civ-spouse,White,>50K,Sales
1387,<60,Some-college,Divorced,White,>50K,Exec-managerial
1391,<60,7th-8th,Married-civ-spouse,Black,>50K,Craft-repair
1395,<60,10th,Never-married,White,>50K,Transport-moving
1399,<60,HS-grad,Married-civ-spouse,White,>50K,Transport-moving
1405,<60,HS-grad,Married-civ-spouse,White,>50K,Other-service
1407,<60,Assoc-acdm,Married-civ-spouse,White,>50K,Craft-repair
1412,<60,Bachelors,Married-civ-spouse,White,>50K,Prof-specialty
1413,<60,Some-college,Married-civ-spouse,White,>50K,Exec-managerial
1417,<60,Bachelors,Married-civ-spouse,Black,>50K,Sales
1418,<60,Bachelors,Married-civ-spouse,White,>50K,Prof-specialty
1426,<60,Bachelors,Married-civ-spouse,White,>50K,Farming-fishing
1429,<60,HS-grad,Married-civ-spouse,White,>50K,Transport-moving
1432,<60,Assoc-voc,Divorced,White,>50K,Sales
1437,<60,Assoc-acdm,Married-civ-spouse,White,>50K,Adm-clerical
1439,<60,HS-grad,Married-civ-spouse,White,>50K,Sales
1442,<60,HS-grad,Married-civ-spouse,White,>50K,Exec-managerial
1444,<60,HS-grad,Married-civ-spouse,White,>50K,Other-service
1448,<60,Some-college,Married-civ-spouse,White,>50K,Exec-managerial
1449,<60,Some-college,Married-civ-spouse,White,>50K,Exec-managerial
1453,<60,Masters,Married-civ-spouse,White,>50K,Exec-managerial
1454,<60,HS-grad,Married-civ-spouse,Black,>50K,Craft-repair
1459,<60,Prof-school,Married-civ-spouse,White,>50K,Prof-specialty
1460,<60,HS-grad,Married-civ-spouse,White,>50K,Exec-managerial
1462,<60,Some-college,Never-married,White,>50K,Craft-repair
1463,<60,HS-grad,Married-civ-spouse,White,>50K,Transport-moving
1469,<60,Assoc-acdm,Married-civ-spouse,White,>50K,Prof-specialty
1470,>=60,Prof-school,Married-civ-spouse,White,>50K,Transport-moving
1481,<60,Assoc-voc,Married-civ-spouse,White,>50K,Craft-repair
1482,<60,HS-grad,Married-civ-spouse,White,>50K,Sales
1484,<60,Bachelors,Married-civ-spouse,Black,>50K,Prof-specialty
1489,<60,Masters,Divorced,White,>50K,Exec-managerial
1492,<60,HS-grad,Married-civ-spouse,White,>50K,Adm-clerical
1493,<60,HS-grad,Married-civ-spouse,White,>50K,Adm-clerical
1495,<60,11th,Married-civ-spouse,White,>50K,Craft-repair
1496,<60,11th,Divorced,White,>50K,Sales
1498,<60,Some-college,Married-civ-spouse,White,>50K,Exec-managerial
1500,<60,Bachelors,Married-civ-spouse,White,>50K,Exec-managerial
1503,>=60,Bachelors,Married-civ-spouse,White,>50K,Exec-managerial
1511,<60,Assoc-voc,Married-civ-spouse,White,>50K,Prof-specialty
1512,<60,Bachelors,Married-civ-spouse,White,>50K,Prof-specialty
1514,<60,Bachelors,Married-civ-spouse,White,>50K,Exec-managerial
1516,<60,HS-grad,Married-civ-spouse,White,>50K,Adm-clerical
1528,<60,Bachelors,Married-civ-spouse,White,>50K,Exec-managerial
1531,<60,10th,Married-civ-spouse,White,>50K,Machine-op-inspct
1532,<60,Masters,Divorced,White,>50K,Exec-managerial
1533,<60,10th,Married-civ-spouse,Black,>50K,Transport-moving
1548,<60,Some-college,Married-civ-spouse,White,>50K,Craft-repair
1554,>=60,Doctorate,Married-civ-spouse,White,>50K,Prof-specialty
1562,>=60,Bachelors,Widowed,White,>50K,?
1571,<60,Assoc-acdm,Married-civ-spouse,White,>50K,Craft-repair
1580,<60,HS-grad,Married-civ-spouse,White,>50K,Sales
1583,<60,HS-grad,Divorced,White,>50K,Adm-clerical
1585,<60,Some-college,Married-civ-spouse,White,>50K,Craft-repair
1593,<60,Masters,Married-civ-spouse,White,>50K,Prof-specialty
1595,<60,HS-grad,Never-married,White,>50K,Prof-specialty
1603,<60,HS-grad,Married-civ-spouse,Black,>50K,Machine-op-inspct
1611,<60,Assoc-acdm,Married-civ-spouse,White,>50K,Prof-specialty
1612,<60,Masters,Married-civ-spouse,White,>50K,Prof-specialty
1613,<60,HS-grad,Married-civ-spouse,White,>50K,Machine-op-inspct
1615,>=60,HS-grad,Married-civ-spouse,White,>50K,Prof-specialty
1616,<60,Prof-school,Married-civ-spouse,White,>50K,Prof-specialty
1620,<60,Some-college,Married-civ-spouse,White,>50K,Sales
1621,<60,HS-grad,Married-civ-spouse,White,>50K,Exec-managerial
1625,>=60,Prof-school,Married-civ-spouse,White,>50K,Prof-specialty
1627,<60,Bachelors,Married-civ-spouse,White,>50K,Sales
1632,<60,Assoc-acdm,Married-civ-spouse,White,>50K,Adm-clerical
1635,<60,Some-college,Married-civ-spouse,White,>50K,Exec-managerial
1638,<60,Bachelors,Married-civ-spouse,White,>50K,Prof-specialty
1639,<60,HS-grad,Married-civ-spouse,White,>50K,Machine-op-inspct
1641,<60,Bachelors,Married-civ-spouse,White,>50K,Prof-specialty
1642,<60,Masters,Married-civ-spouse,White,>50K,Prof-specialty
1643,>=60,Masters,Married-civ-spouse,White,>50K,Prof-specialty
