age,education,marital-status,race,occupation
0-19,College,Never Married,General,Handlers-cleaners
0-19,College,Never Married,General,Sales
0-19,College,Never Married,General,Tech-support
0-19,College,Never Married,General,?
0-19,College,Never Married,General,?
0-19,College,Never Married,General,?
0-19,College,Never Married,General,?
0-19,College,Never Married,General,?
0-19,College,Never Married,General,?
0-19,College,Never Married,General,Adm-clerical
0-19,College,Never Married,General,Adm-clerical
0-19,College,Never Married,General,
0-19,College,Never Married,General,Sales
0-19,College,Never Married,General,Sales
0-19,College,Never Married,General,Handlers-cleaners
0-19,College,Never Married,General,Other-service
0-19,College,Never Married,General,?
0-19,College,Never Married,General,Exec-managerial
0-19,College,Never Married,General,Machine-op-inspct
0-19,College,Never Married,General,Adm-clerical
0-19,College,Never Married,General,?
0-19,College,Never Married,General,Sales
0-19,College,Never Married,General,Other-service
0-19,College,Never Married,General,Adm-clerical
0-19,College,Never Married,General,Other-service
0-19,College,Never Married,General,Other-service
0-19,College,Never Married,General,Adm-clerical
0-19,College,Never Married,General,
0-19,College,Never Married,General,Other-service
0-19,College,Never Married,General,Sales
0-19,College,Never Married,General,
0-19,College,Never Married,General,?
0-19,College,Never Married,General,Sales
0-19,College,Never Married,General,Sales
0-19,College,Never Married,General,Prof-specialty
0-19,College,Never Married,General,Other-service
0-19,College,Never Married,General,Sales
0-19,College,Never Married,General,
0-19,College,Never Married,General,Other-service
0-19,College,Never Married,General,Other-service
0-19,College,Never Married,General,Sales
0-19,College,Never Married,General,Other-service
0-19,College,Never Married,General,?
0-19,College,Never Married,General,Farming-fishing
0-19,College,Never Married,General,Other-service
0-19,College,Never Married,General,Other-service
0-19,College,Never Married,General,Tech-support
0-19,College,Never Married,General,Prof-specialty
0-19,College,Never Married,General,Adm-clerical
0-19,College,Never Married,General,Sales
0-19,College,Never Married,General,Sales
0-19,College,Never Married,General,Sales
0-19,College,Never Married,General,Other-service
0-19,College,Never Married,General,Adm-clerical
0-19,College,Never Married,General,Other-service
0-19,College,Never Married,General,Handlers-cleaners
0-19,College,Never Married,General,?
0-19,College,Never Married,General,Other-service
0-19,College,Never Married,General,Adm-clerical
0-19,College,Never Married,General,Adm-clerical
0-19,College,Never Married,General,?
0-19,College,Never Married,General,Adm-clerical
0-19,College,Never Married,General,Adm-clerical
0-19,College,Never Married,General,
0-19,College,Never Married,General,Machine-op-inspct
0-19,College,Never Married,General,Adm-clerical
0-19,College,Never Married,General,Adm-clerical
0-19,College,Never Married,General,Adm-clerical
0-19,College,Never Married,General,?
0-19,College,Never Married,General,Protective-serv
0-19,College,Never Married,General,
0-19,College,Never Married,General,Tech-support
0-19,College,Never Married,General,Adm-clerical
0-19,College,Never Married,General,Other-service
0-19,College,Never Married,General,Adm-clerical
0-19,College,Never Married,General,Other-service
0-19,College,Never Married,General,Other-service
0-19,College,Never Married,General,Adm-clerical
0-19,College,Never Married,General,
0-19,College,Never Married,General,Other-service
0-19,College,Never Married,General,Other-service
0-19,College,Never Married,General,Exec-managerial
0-19,College,Never Married,General,Other-service
0-19,College,Never Married,General,Sales
0-19,College,Never Married,General,
0-19,College,Never Married,General,Other-service
0-19,College,Never Married,General,Sales
0-19,College,Never Married,General,Other-service
0-19,College,Never Married,General,Other-service
0-19,College,Never Married,General,?
0-19,College,Never Married,General,Protective-serv
0-19,College,Never Married,General,?
0-19,College,Never Married,General,?
0-19,College,Never Married,General,
0-19,College,Never Married,General,?
0-19,College,Never Married,General,Other-service
0-19,College,Never Married,General,Other-service
0-19,College,Never Married,General,Adm-clerical
0-19,College,Never Married,General,Adm-clerical
0-19,College,Never Married,General,Sales
0-19,College,Never Married,General,Other-service
0-19,College,Never Married,General,Prof-specialty
0-19,College,Never Married,General,Adm-clerical
0-19,College,Never Married,General,Other-service
0-19,College,Never Married,General,
0-19,College,Never Married,General,Adm-clerical
0-19,College,Never Married,General,Other-service
0-19,College,Never Married,General,?
0-19,College,Never Married,General,Other-service
0-19,College,Never Married,General,
0-19,College,Never Married,General,Other-service
0-19,College,Never Married,General,Other-service
0-19,College,Never Married,General,Machine-op-inspct
0-19,College,Never Married,General,Adm-clerical
0-19,College,Never Married,General,?
0-19,College,Never Married,General,?
0-19,College,Never Married,General,Adm-clerical
0-19,College,Never Married,General,Adm-clerical
0-19,College,Never Married,General,Adm-clerical
0-19,College,Never Married,General,Adm-clerical
0-19,College,Never Married,General,
0-19,College,Never Married,General,Other-service
0-19,College,Never Married,General,Craft-repair
0-19,College,Never Married,General,Other-service
0-19,College,Never Married,General,?
0-19,College,Never Married,General,Sales
0-19,College,Never Married,General,Other-service
0-19,College,Never Married,General,Handlers-cleaners
0-19,College,Never Married,General,?
0-19,College,Never Married,General,Sales
0-19,College,Never Married,General,?
0-19,College,Never Married,General,Farming-fishing
0-19,College,Never Married,General,Other-service
0-19,College,Never Married,General,?
0-19,College,Never Married,General,Sales
0-19,College,Never Married,General,?
0-19,College,Never Married,General,?
0-19,College,Never Married,General,?
0-19,College,Never Married,General,Other-service
0-19,College,Never Married,General,Adm-clerical
0-19,College,Never Married,General,Sales
0-19,College,Never Married,General,Other-service
0-19,College,Never Married,General,Sales
0-19,College,Never Married,General,Handlers-cleaners
0-19,College,Never Married,General,Sales
0-19,College,Never Married,General,
0-19,College,Never Married,General,?
0-19,College,Never Married,General,Other-service
0-19,College,Never Married,General,
0-19,College,Never Married,General,Sales
0-19,College,Never Married,General,Other-service
0-19,College,Never Married,General,Craft-repair
0-19,College,Never Married,General,Other-service
0-19,College,Never Married,General,?
0-19,College,Never Married,General,
0-19,College,Never Married,General,Handlers-cleaners
0-19,College,Never Married,General,Adm-clerical
0-19,College,Never Married,General,Craft-repair
0-19,College,Never Married,General,Sales
0-19,College,Never Married,General,
0-19,College,Never Married,General,Adm-clerical
0-19,College,Never Married,General,Adm-clerical
0-19,College,Never Married,General,Adm-clerical
0-19,College,Never Married,General,Sales
0-19,College,Never Married,General,Sales
0-19,College,Never Married,General,Adm-clerical
0-19,College,Never Married,General,Other-service
0-19,College,Never Married,General,Exec-managerial
0-19,College,Never Married,General,Craft-repair
0-19,College,Never Married,General,Sales
0-19,College,Never Married,General,Sales
0-19,College,Never Married,General,Sales
0-19,College,Never Married,General,
0-19,College,Never Married,General,Machine-op-inspct
0-19,College,Never Married,General,Prof-specialty
0-19,College,Never Married,General,Sales
0-19,College,Never Married,General,Other-service
0-19,College,Never Married,General,Sales
0-19,College,Never Married,General,Sales
0-19,College,Never Married,General,Adm-clerical
0-19,College,Never Married,General,Adm-clerical
0-19,College,Never Married,General,Craft-repair
0-19,College,Never Married,General,Other-service
0-19,College,Never Married,General,?
0-19,College,Never Married,General,Sales
0-19,College,Never Married,General,Handlers-cleaners
0-19,College,Never Married,General,Other-service
0-19,College,Never Married,General,Other-service
0-19,College,Never Married,General,Prof-specialty
0-19,College,Never Married,General,?
0-19,College,Never Married,General,Exec-managerial
0-19,College,Never Married,General,Other-service
0-19,College,Never Married,General,?
0-19,College,Never Married,General,Sales
0-19,College,Never Married,General,Sales
0-19,College,Never Married,General,Sales
0-19,College,Never Married,General,
0-19,College,Never Married,General,Other-service
0-19,College,Never Married,General,Other-service
0-19,College,Never Married,General,Sales
0-19,College,Never Married,General,Other-service
0-19,College,Never Married,General,Other-service
0-19,College,Never Married,General,Other-service
0-19,College,Never Married,General,?
0-19,College,Never Married,General,Adm-clerical
0-19,College,Never Married,General,Prof-specialty
0-19,College,Never Married,General,Other-service
0-19,College,Never Married,General,Adm-clerical
0-19,College,Never Married,General,?
0-19,College,Never Married,General,
0-19,College,Never Married,General,Other-service
0-19,College,Never Married,General,
0-19,College,Never Married,General,Sales
0-19,College,Never Married,General,Adm-clerical
0-19,College,Never Married,General,Farming-fishing
0-19,College,Never Married,General,Handlers-cleaners
0-19,College,Never Married,General,?
0-19,College,Never Married,General,Sales
0-19,College,Never Married,General,?
0-19,College,Never Married,General,Adm-clerical
0-19,College,Never Married,General,Other-service
0-19,College,Never Married,General,Adm-clerical
0-19,College,Never Married,General,Other-service
0-19,College,Never Married,General,Sales
0-19,College,Never Married,General,Sales
0-19,College,Never Married,General,Tech-support
0-19,College,Never Married,General,Other-service
0-19,College,Never Married,General,Sales
0-19,College,Never Married,General,Other-service
0-19,College,Never Married,General,?
0-19,College,Never Married,General,Adm-clerical
0-19,College,Never Married,General,Adm-clerical
0-19,College,Never Married,General,Tech-support
0-19,College,Never Married,General,Other-service
0-19,College,Never Married,General,?
0-19,College,Never Married,General,
0-19,College,Never Married,General,Adm-clerical
0-19,College,Never Married,General,
0-19,College,Never Married,General,Farming-fishing
0-19,College,Never Married,General,Other-service
0-19,College,Never Married,General,Other-service
0-19,College,Never Married,General,Other-service
0-19,College,Never Married,General,Handlers-cleaners
0-19,College,Never Married,General,Other-service
0-19,College,Never Married,General,Adm-clerical
0-19,College,Never Married,General,Adm-clerical
0-19,College,Never Married,General,Prof-specialty
0-19,College,Never Married,General,?
0-19,College,Never Married,General,?
0-19,College,Never Married,General,Other-service
0-19,College,Never Married,General,Sales
0-19,College,Never Married,General,Prof-specialty
0-19,College,Never Married,General,Handlers-cleaners
0-19,College,Never Married,General,Sales
0-19,College,Never Married,General,Handlers-cleaners
0-19,College,Never Married,General,Other-service
0-19,College,Never Married,General,?
0-19,College,Never Married,General,?
0-19,College,Never Married,General,Other-service
0-19,College,Never Married,General,Sales
0-19,College,Never Married,General,
0-19,College,Never Married,General,Exec-managerial
0-19,College,Never Married,General,Craft-repair
0-19,College,Never Married,General,Handlers-cleaners
0-19,College,Never Married,General,Other-service
0-19,College,Never Married,General,Other-service
0-19,College,Never Married,General,
0-19,College,Never Married,General,Sales
0-19,College,Never Married,General,Sales
0-19,College,Never Married,General,Adm-clerical
0-19,College,Never Married,General,
0-19,College,Never Married,General,Adm-clerical
0-19,College,Never Married,General,?
0-19,College,Never Married,General,Exec-managerial
0-19,College,Never Married,General,Prof-specialty
0-19,College,Never Married,General,Other-service
0-19,College,Never Married,General,?
0-19,College,Never Married,General,?
0-19,College,Never Married,General,Other-service
0-19,College,Never Married,General,Adm-clerical
0-19,College,Never Married,General,Adm-clerical
0-19,College,Never Married,General,Adm-clerical
0-19,College,Never Married,General,Other-service
0-19,College,Never Married,General,Sales
0-19,College,Never Married,General,Transport-moving
0-19,College,Never Married,General,Adm-clerical
0-19,College,Never Married,General,?
0-19,College,Never Married,General,Other-service
0-19,College,Never Married,General,Exec-managerial
0-19,College,Never Married,General,Machine-op-inspct
0-19,College,Never Married,General,Tech-support
0-19,College,Never Married,General,Sales
0-19,College,Never Married,General,Sales
0-19,College,Never Married,General,?
0-19,College,Never Married,General,Sales
0-19,College,Never Married,General,Sales
0-19,College,Never Married,General,Other-service
0-19,College,Never Married,General,Other-service
0-19,College,Never Married,General,Sales
0-19,College,Never Married,General,Handlers-cleaners
0-19,College,Never Married,General,Craft-repair
0-19,College,Never Married,General,Sales
0-19,College,Never Married,General,Adm-clerical
0-19,College,Never Married,General,Priv-house-serv
0-19,College,Never Married,General,Other-service
0-19,College,Never Married,General,Other-service
0-19,College,Never Married,General,Other-service
0-19,College,Never Married,General,Other-service
0-19,College,Never Married,General,Handlers-cleaners
0-19,College,Never Married,General,Sales
0-19,College,Never Married,General,Sales
0-19,College,Never Married,General,?
0-19,College,Never Married,General,
0-19,College,Never Married,General,
0-19,College,Never Married,General,Adm-clerical
0-19,College,Never Married,General,Other-service
0-19,College,Never Married,General,Sales
0-19,College,Never Married,General,Other-service
0-19,College,Never Married,General,Adm-clerical
0-19,College,Never Married,General,Adm-clerical
0-19,College,Never Married,General,Handlers-cleaners
0-19,College,Never Married,General,Adm-clerical
0-19,College,Never Married,General,Sales
0-19,College,Never Married,General,Adm-clerical
0-19,College,Never Married,General,Adm-clerical
0-19,College,Never Married,General,Machine-op-inspct
0-19,College,Never Married,General,Adm-clerical
0-19,College,Never Married,General,Sales
0-19,College,Never Married,General,Other-service
0-19,College,Never Married,General,Other-service
0-19,College,Never Married,General,Sales
0-19,College,Never Married,General,Prof-specialty
0-19,College,Never Married,General,?
0-19,College,Never Married,General,Adm-clerical
0-19,College,Never Married,General,Sales
0-19,College,Never Married,General,Sales
0-19,College,Never Married,General,Transport-moving
0-19,College,Never Married,General,
0-19,College,Never Married,General,Other-service
0-19,College,Never Married,General,Sales
0-19,College,Never Married,General,Sales
0-19,College,Never Married,General,Handlers-cleaners
0-19,College,Never Married,General,Other-service
0-19,College,Never Married,General,Other-service
0-19,College,Never Married,General,Adm-clerical
0-19,College,Never Married,General,Transport-moving
0-19,College,Never Married,General,Sales
0-19,College,Never Married,General,Other-service
0-19,College,Never Married,General,
0-19,College,Never Married,General,?
0-19,College,Never Married,General,?
0-19,College,Never Married,General,Adm-clerical
0-19,College,Never Married,General,Other-service
0-19,College,Never Married,General,?
0-19,College,Never Married,General,Adm-clerical
0-19,College,Never Married,General,Other-service
0-19,College,Never Married,General,Adm-clerical
0-19,College,Never Married,General,Sales
0-19,College,Never Married,General,?
0-19,College,Never Married,General,?
0-19,College,Never Married,General,
0-19,College,Never Married,General,?
0-19,College,Never Married,General,Sales
0-19,College,Never Married,General,Protective-serv
0-19,College,Never Married,General,Other-service
0-19,College,Never Married,General,Other-service
0-19,College,Never Married,General,?
0-19,College,Never Married,General,Adm-clerical
0-19,College,Never Married,General,Other-service
0-19,College,Never Married,General,Other-service
0-19,College,Never Married,General,Sales
0-19,College,Never Married,General,?
0-19,College,Never Married,General,Other-service
0-19,College,Never Married,General,Sales
0-19,College,Never Married,General,?
0-19,College,Never Married,General,Sales
0-19,College,Never Married,General,Sales
0-19,College,Never Married,General,?
0-19,College,Never Married,General,Sales
0-19,College,Never Married,General,Adm-clerical
0-19,College,Never Married,General,Transport-moving
0-19,College,Never Married,General,Adm-clerical
0-19,College,Never Married,General,Handlers-cleaners
0-19,College,Never Married,General,Adm-clerical
0-19,College,Never Married,General,Adm-clerical
0-19,College,Never Married,General,?
0-19,College,Never Married,General,Handlers-cleaners
0-19,College,Never Married,General,
0-19,College,Never Married,General,Other-service
0-19,College,Never Married,General,?
0-19,College,Never Married,General,Exec-managerial
0-19,College,Never Married,General,Sales
0-19,College,Never Married,General,Handlers-cleaners
0-19,College,Never Married,General,Protective-serv
0-19,College,Never Married,General,
0-19,College,Never Married,General,Other-service
0-19,College,Never Married,General,?
0-19,College,Never Married,General,Other-service
0-19,College,Never Married,General,Adm-clerical
0-19,College,Never Married,General,Handlers-cleaners
0-19,College,Never Married,General,?
0-19,College,Never Married,General,
0-19,College,Never Married,General,?
0-19,College,Never Married,General,Sales
0-19,College,Never Married,General,Sales
0-19,College,Never Married,General,?
0-19,College,Never Married,General,Sales
0-19,College,Never Married,General,Sales
0-19,College,Never Married,General,Other-service
0-19,College,Never Married,General,Other-service
0-19,College,Never Married,General,Other-service
0-19,College,Never Married,General,Sales
0-19,College,Never Married,General,Other-service
0-19,College,Never Married,General,Exec-managerial
0-19,College,Never Married,General,
0-19,College,Never Married,General,Sales
0-19,College,Never Married,General,
0-19,College,Never Married,General,Other-service
0-19,College,Never Married,General,Sales
0-19,College,Never Married,General,Other-service
0-19,College,Never Married,General,Adm-clerical
0-19,College,Never Married,General,?
0-19,College,Never Married,General,Farming-fishing
0-19,College,Never Married,General,?
0-19,College,Never Married,General,Adm-clerical
0-19,College,Never Married,General,Sales
0-19,College,Never Married,General,Adm-clerical
0-19,College,Never Married,General,Tech-support
0-19,College,Never Married,General,?
0-19,College,Never Married,General,Adm-clerical
0-19,College,Never Married,General,Adm-clerical
0-19,College,Never Married,General,
0-19,College,Never Married,General,Other-service
0-19,College,Never Married,General,?
0-19,College,Never Married,General,Other-service
0-19,College,Never Married,General,
0-19,College,Never Married,General,Other-service
0-19,College,Never Married,General,Other-service
0-19,College,Never Married,General,Adm-clerical
0-19,College,Never Married,General,Other-service
0-19,College,Never Married,General,Adm-clerical
0-19,College,Never Married,General,Sales
0-19,College,Never Married,General,Adm-clerical
0-19,College,Never Married,General,Farming-fishing
0-19,College,Never Married,General,Other-service
0-19,College,Never Married,General,Machine-op-inspct
0-19,College,Never Married,General,?
0-19,College,Never Married,General,?
0-19,College,Never Married,General,Other-service
0-19,College,Never Married,General,Other-service
0-19,College,Never Married,General,Other-service
0-19,College,Never Married,General,Sales
0-19,College,Never Married,General,?
0-19,College,Never Married,General,
0-19,College,Never Married,General,?
0-19,College,Never Married,General,Handlers-cleaners
0-19,College,Never Married,General,Adm-clerical
0-19,College,Never Married,General,Adm-clerical
0-19,College,Never Married,General,?
0-19,College,Never Married,General,
0-19,College,Never Married,General,Other-service
0-19,College,Never Married,General,Other-service
0-19,College,Never Married,General,Adm-clerical
0-19,College,Never Married,General,Adm-clerical
0-19,College,Never Married,General,
0-19,College,Never Married,General,Other-service
0-19,College,Never Married,General,Other-service
0-19,College,Never Married,General,Priv-house-serv
0-19,College,Never Married,General,?
0-19,College,Never Married,General,Adm-clerical
0-19,College,Never Married,General,Protective-serv
0-19,College,Never Married,General,Other-service
0-19,College,Never Married,General,Adm-clerical
0-19,College,Never Married,General,Farming-fishing
0-19,College,Never Married,General,Handlers-cleaners
0-19,College,Never Married,General,Handlers-cleaners
0-19,College,Never Married,General,Other-service
0-19,College,Never Married,General,Other-service
0-19,College,Never Married,General,Exec-managerial
0-19,College,Never Married,General,Craft-repair
0-19,College,Never Married,General,Adm-clerical
0-19,College,Never Married,General,Adm-clerical
0-19,College,Never Married,General,Other-service
0-19,College,Never Married,General,Other-service
0-19,College,Never Married,General,Sales
0-19,College,Never Married,General,Sales
0-19,College,Never Married,General,Sales
0-19,College,Never Married,General,?
0-19,College,Never Married,General,?
0-19,College,Never Married,General,Adm-clerical
0-19,College,Never Married,General,Craft-repair
0-19,College,Never Married,General,Sales
0-19,College,Never Married,General,Sales
0-19,College,Never Married,General,Other-service
0-19,College,Never Married,General,?
0-19,College,Never Married,General,?
0-19,College,Never Married,General,?
0-19,College,Never Married,General,Handlers-cleaners
0-19,College,Never Married,General,Adm-clerical
0-19,College,Never Married,General,?
0-19,College,Never Married,General,
0-19,College,Never Married,General,Sales
0-19,College,Never Married,General,Transport-moving
0-19,College,Never Married,General,Adm-clerical
0-19,College,Never Married,General,Other-service
0-19,College,Never Married,General,Other-service
0-19,College,Never Married,General,Craft-repair
0-19,College,Never Married,General,Sales
0-19,College,Never Married,General,Other-service
0-19,Higher Education,Never Married,American,Sales
0-19,Higher Education,Never Married,American,?
0-19,Higher Education,Never Married,American,Farming-fishing
0-19,Higher Education,Never Married,American,Sales
0-19,Higher Education,Never Married,American,Sales
0-19,Higher Education,Never Married,American,Handlers-cleaners
0-19,Higher Education,Never Married,American,Other-service
0-19,Higher Education,Never Married,American,Other-service
0-19,Higher Education,Never Married,American,Exec-managerial
0-19,Higher Education,Never Married,American,Sales
0-19,Higher Education,Never Married,American,Other-service
0-19,Higher Education,Never Married,American,Sales
0-19,Higher Education,Never Married,American,Sales
0-19,Higher Education,Never Married,American,Adm-clerical
0-19,Higher Education,Never Married,American,Sales
0-19,Higher Education,Never Married,American,Other-service
0-19,Higher Education,Never Married,American,Other-service
0-19,Higher Education,Never Married,American,?
0-19,Higher Education,Never Married,American,Sales
0-19,Higher Education,Never Married,American,Sales
0-19,Higher Education,Never Married,American,Sales
0-19,Higher Education,Married,General,Other-service
0-19,Higher Education,Married,General,Exec-managerial
0-19,Higher Education,Married,General,Adm-clerical
0-19,Higher Education,Married,General,Sales
0-19,Higher Education,Married,General,?
0-19,Higher Education,Married,General,
0-19,Higher Education,Married,General,Sales
0-19,Higher Education,Married,General,Priv-house-serv
0-19,Higher Education,Married,General,Craft-repair
0-19,Higher Education,Married,General,Craft-repair
0-19,Higher Education,Married,General,Other-service
0-19,Higher Education,Married,General,
0-19,Higher Education,Married,General,Handlers-cleaners
0-19,Higher Education,Married,General,Adm-clerical
0-19,Higher Education,Married,General,?
0-19,Higher Education,Married,General,Adm-clerical
0-19,Higher Education,Married,General,Adm-clerical
0-19,Higher Education,Married,General,Other-service
0-19,Higher Education,Married,General,Other-service
0-19,Higher Education,Married,General,Craft-repair
0-19,Higher Education,Married,General,Craft-repair
0-19,Higher Education,Married,General,Other-service
0-19,Higher Education,Married,General,Sales
0-19,Higher Education,Married,General,Machine-op-inspct
0-19,Higher Education,Married,General,Handlers-cleaners
0-19,Higher Education,Married,General,Sales
0-19,Higher Education,Married,General,Craft-repair
0-19,Higher Education,Never Married,General,Other-service
0-19,Higher Education,Never Married,General,Sales
0-19,Higher Education,Never Married,General,Farming-fishing
0-19,Higher Education,Never Married,General,Handlers-cleaners
0-19,Higher Education,Never Married,General,Sales
0-19,Higher Education,Never Married,General,Sales
0-19,Higher Education,Never Married,General,Other-service
0-19,Higher Education,Never Married,General,Handlers-cleaners
0-19,Higher Education,Never Married,General,Adm-clerical
0-19,Higher Education,Never Married,General,Other-service
0-19,Higher Education,Never Married,General,Tech-support
0-19,Higher Education,Never Married,General,Machine-op-inspct
0-19,Higher Education,Never Married,General,?
0-19,Higher Education,Never Married,General,Sales
0-19,Higher Education,Never Married,General,Craft-repair
0-19,Higher Education,Never Married,General,
0-19,Higher Education,Never Married,General,Sales
